synth_id,prompt_coda_id,prompt_clean_idx,unit,coda_type,audio_path
228,70,65,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0228.wav
229,31,28,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0229.wav
230,320,286,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0230.wav
231,1139,1044,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0231.wav
232,115,100,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0232.wav
233,1103,1008,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0233.wav
234,1286,1183,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0234.wav
235,90,84,A,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0235.wav
236,1291,1188,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0236.wav
237,1275,1172,F,4R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0237.wav
238,491,452,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0238.wav
239,173,152,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0239.wav
240,889,815,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0240.wav
241,1390,1277,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0241.wav
242,132,114,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0242.wav
243,1465,1348,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0243.wav
244,1473,1356,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0244.wav
245,1082,988,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0245.wav
246,476,437,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0246.wav
247,1065,972,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0247.wav
248,1473,1356,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0248.wav
249,1367,1255,F,4R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0249.wav
250,568,526,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0250.wav
251,268,235,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0251.wav
252,1142,1047,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0252.wav
253,18,17,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0253.wav
254,252,220,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0254.wav
255,243,211,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0255.wav
256,157,136,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0256.wav
257,1119,1024,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0257.wav
258,1462,1345,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0258.wav
259,137,119,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0259.wav
260,1130,1035,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0260.wav
261,167,146,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0261.wav
262,209,181,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0262.wav
263,467,428,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0263.wav
264,1377,1265,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0264.wav
265,310,276,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0265.wav
266,159,138,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0266.wav
267,30,27,A,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0267.wav
268,1099,1004,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0268.wav
269,64,59,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0269.wav
270,1260,1160,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0270.wav
271,298,264,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0271.wav
272,984,894,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0272.wav
273,264,231,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0273.wav
274,370,336,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0274.wav
275,1330,1224,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0275.wav
276,1151,1056,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0276.wav
277,856,787,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0277.wav
278,88,82,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0278.wav
279,356,322,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0279.wav
280,435,397,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0280.wav
281,911,837,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0281.wav
282,654,604,F,2+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0282.wav
283,1124,1029,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0283.wav
284,1080,986,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0284.wav
285,64,59,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0285.wav
286,372,338,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0286.wav
287,571,529,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0287.wav
288,784,720,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0288.wav
289,9,8,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0289.wav
290,401,366,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0290.wav
291,671,621,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0291.wav
292,636,588,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0292.wav
293,449,411,D,10i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0293.wav
294,168,147,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0294.wav
295,409,374,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0295.wav
296,260,227,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0296.wav
297,337,303,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0297.wav
298,1056,964,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0298.wav
299,130,112,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0299.wav
300,1115,1020,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0300.wav
301,1126,1031,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0301.wav
302,1452,1338,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0302.wav
303,61,56,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0303.wav
304,127,109,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0304.wav
305,899,825,F,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0305.wav
306,257,224,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0306.wav
307,478,439,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0307.wav
308,575,533,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0308.wav
309,344,310,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0309.wav
310,1237,1137,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0310.wav
311,555,513,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0311.wav
312,1363,1251,F,4R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0312.wav
313,1376,1264,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0313.wav
314,157,136,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0314.wav
315,6,5,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0315.wav
316,343,309,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0316.wav
317,374,340,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0317.wav
318,464,425,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0318.wav
319,901,827,F,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0319.wav
320,40,35,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0320.wav
321,442,404,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0321.wav
322,448,410,D,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0322.wav
323,40,35,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0323.wav
324,330,296,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0324.wav
325,257,224,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0325.wav
326,458,420,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0326.wav
327,49,44,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0327.wav
328,44,39,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0328.wav
329,326,292,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0329.wav
330,553,511,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0330.wav
331,1102,1007,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0331.wav
332,243,211,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0332.wav
333,468,429,D,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0333.wav
334,1394,1281,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0334.wav
335,664,614,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0335.wav
336,173,152,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0336.wav
337,561,519,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0337.wav
338,8,7,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0338.wav
339,830,761,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0339.wav
340,254,222,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0340.wav
341,704,654,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0341.wav
342,637,589,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0342.wav
343,739,682,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0343.wav
344,1121,1026,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0344.wav
345,185,161,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0345.wav
346,1445,1332,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0346.wav
347,171,150,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0347.wav
348,876,802,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0348.wav
349,906,832,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0349.wav
350,225,194,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0350.wav
351,608,560,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0351.wav
352,413,377,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0352.wav
353,89,83,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0353.wav
354,308,274,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0354.wav
355,1371,1259,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0355.wav
356,261,228,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0356.wav
357,280,247,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0357.wav
358,138,120,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0358.wav
359,100,89,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0359.wav
360,41,36,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0360.wav
361,41,36,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0361.wav
362,213,184,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0362.wav
363,7,6,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0363.wav
364,516,476,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0364.wav
365,400,365,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0365.wav
366,137,119,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0366.wav
367,106,95,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0367.wav
368,102,91,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0368.wav
369,568,526,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0369.wav
370,115,100,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0370.wav
371,164,143,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0371.wav
372,537,495,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0372.wav
373,400,365,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0373.wav
374,75,70,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0374.wav
375,252,220,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0375.wav
376,1216,1120,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0376.wav
377,192,166,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0377.wav
378,47,42,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0378.wav
379,389,354,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0379.wav
380,1022,931,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0380.wav
381,724,667,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0381.wav
382,1123,1028,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0382.wav
383,1044,952,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0383.wav
384,807,742,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0384.wav
385,26,23,A,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0385.wav
386,540,498,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0386.wav
387,480,441,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0387.wav
388,143,124,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0388.wav
389,678,628,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0389.wav
390,1292,1189,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0390.wav
391,1396,1283,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0391.wav
392,503,464,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0392.wav
393,1002,912,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0393.wav
394,835,766,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0394.wav
395,279,246,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0395.wav
396,419,382,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0396.wav
397,433,396,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0397.wav
398,239,207,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0398.wav
399,127,109,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0399.wav
400,1432,1319,F,3R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0400.wav
401,1088,993,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0401.wav
402,514,474,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0402.wav
403,168,147,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0403.wav
404,70,65,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0404.wav
405,1016,925,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0405.wav
406,1192,1096,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0406.wav
407,73,68,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0407.wav
408,582,537,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0408.wav
409,374,340,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0409.wav
410,236,204,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0410.wav
411,564,522,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0411.wav
412,192,166,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0412.wav
413,1131,1036,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0413.wav
414,45,40,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0414.wav
415,476,437,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0415.wav
416,12,11,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0416.wav
417,714,657,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0417.wav
418,121,105,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0418.wav
419,741,684,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0419.wav
420,245,213,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0420.wav
421,1293,1190,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0421.wav
422,1128,1033,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0422.wav
423,209,181,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0423.wav
424,376,342,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0424.wav
425,1115,1020,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0425.wav
426,257,224,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0426.wav
427,409,374,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0427.wav
428,102,91,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0428.wav
429,49,44,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0429.wav
430,327,293,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0430.wav
431,1469,1352,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0431.wav
432,575,533,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0432.wav
433,968,880,F,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0433.wav
434,320,286,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0434.wav
435,526,485,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0435.wav
436,1280,1177,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0436.wav
437,86,80,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0437.wav
438,1068,975,F,3R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0438.wav
439,1160,1065,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0439.wav
440,1306,1203,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0440.wav
441,278,245,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0441.wav
442,380,346,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0442.wav
443,778,714,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0443.wav
444,396,361,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0444.wav
445,742,685,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0445.wav
446,1300,1197,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0446.wav
447,269,236,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0447.wav
448,916,839,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0448.wav
449,1056,964,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0449.wav
450,1396,1283,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0450.wav
451,957,869,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0451.wav
452,64,59,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0452.wav
453,1031,940,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0453.wav
454,332,298,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0454.wav
455,490,451,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0455.wav
456,837,768,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0456.wav
