coda_id,audio_file,date,unit,unit_num,clan,individual_id,coda_type,is_noise,n_clicks,duration_sec,ici_sequence,n_ici,handv,whale_name,f1pk_hz
240,240.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.057,0.362|0.341|0.354,3,,,
241,241.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.067,0.366|0.35|0.351,3,,,
242,242.wav,26/03/2010,A,1,EC1,0,4R1,0,4,0.302,0.101|0.085|0.116,3,,,
243,243.wav,26/03/2010,A,1,EC1,0,5R1,0,5,0.369,0.081|0.084|0.088|0.116,4,,,
244,244.wav,26/03/2010,A,1,EC1,0,5R1,0,5,0.35,0.073|0.076|0.085|0.116,4,,,
245,245.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.91,0.272|0.277|0.211|0.15,4,,,
246,246.wav,26/03/2010,A,1,EC1,0,6i,0,6,0.47,0.076|0.079|0.07|0.097|0.148,5,,,
247,247.wav,26/03/2010,A,1,EC1,0,7i,0,7,0.251,0.03|0.034|0.037|0.04|0.051|0.059,6,,,
248,248.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.884,0.298|0.287|0.299,3,,,
249,249.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.851,0.287|0.274|0.29,3,,,
250,250.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.929,0.321|0.309|0.299,3,,,
251,251.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.95,0.328|0.318|0.304,3,,,
252,252.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.972,0.326|0.329|0.317,3,,,
253,253.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.028,0.356|0.341|0.331,3,,,
254,254.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.043,0.363|0.335|0.345,3,,,
255,255.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.909,0.303|0.297|0.309,3,,,
256,256.wav,26/03/2010,A,1,EC1,0,4-NOISE,1,4,0.786,0.508|0.151|0.127,3,,,
257,257.wav,26/03/2010,A,1,EC1,0,5R1,0,5,0.291,0.079|0.07|0.075|0.067,4,,,
258,258.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.82,0.288|0.257|0.152|0.123,4,,,
259,259.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.755,0.212|0.25|0.173|0.12,4,,,
260,260.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.829,0.239|0.283|0.159|0.148,4,,,
261,261.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.919,0.303|0.307|0.163|0.146,4,,,
262,262.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.837,0.275|0.258|0.156|0.148,4,,,
263,263.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.845,0.296|0.232|0.19|0.127,4,,,
264,264.wav,26/03/2010,A,1,EC1,0,1+1+3,0,5,0.801,0.262|0.244|0.157|0.138,4,,,
265,265.wav,26/03/2010,A,1,EC1,0,5R1,0,5,0.373,0.117|0.08|0.077|0.099,4,,,
266,266.wav,26/03/2010,A,1,EC1,0,6i,0,6,0.376,0.055|0.074|0.076|0.08|0.091,5,,,
267,267.wav,26/03/2010,A,1,EC1,0,6i,0,6,0.376,0.072|0.064|0.079|0.077|0.084,5,,,
268,268.wav,26/03/2010,A,1,EC1,0,6i,0,6,0.388,0.079|0.073|0.062|0.085|0.089,5,,,
269,269.wav,26/03/2010,A,1,EC1,0,7i,0,7,0.504,0.085|0.084|0.073|0.071|0.084|0.107,6,,,
270,270.wav,26/03/2010,A,1,EC1,0,8i,0,8,0.225,0.03|0.021|0.036|0.03|0.032|0.034|0.042,7,,,
271,271.wav,26/03/2010,A,1,EC1,0,9i,0,9,0.372,0.07|0.038|0.037|0.038|0.04|0.034|0.058|0.057,8,,,
272,272.wav,26/03/2010,A,1,EC1,0,9i,0,9,0.37,0.025|0.032|0.034|0.044|0.047|0.051|0.052|0.085,8,,,
273,273.wav,26/03/2010,A,1,EC1,0,10i,0,10,0.386,0.028|0.031|0.035|0.036|0.036|0.037|0.039|0.048|0.096,9,,,
274,274.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.351,0.107|0.093|0.068|0.083,4,,,
275,275.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.355,0.113|0.1|0.066|0.076,4,,,
276,276.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.328,0.098|0.099|0.064|0.067,4,,,
277,277.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.683,0.229|0.24|0.105|0.109,4,,,
278,278.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.791,0.273|0.25|0.145|0.123,4,,,
279,279.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.785,0.294|0.222|0.139|0.13,4,,,
280,280.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.825,0.287|0.258|0.155|0.125,4,,,
281,281.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.341,0.098|0.099|0.082|0.062,4,,,
282,282.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.372,0.108|0.109|0.073|0.082,4,,,
283,283.wav,20/03/2008,D,2,EC1,0,5-NOISE,1,5,0.463,0.152|0.105|0.094|0.112,4,,,
284,284.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.972,0.321|0.316|0.185|0.15,4,,,
285,285.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.007,0.342|0.338|0.188|0.139,4,,,
286,286.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.09,0.368|0.354|0.193|0.175,4,,,
287,287.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.341,0.108|0.095|0.063|0.075,4,,,
288,288.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.821,0.237|0.26|0.195|0.129,4,,,
289,289.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.785,0.262|0.213|0.179|0.131,4,,,
290,290.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.792,0.23|0.245|0.198|0.119,4,,,
291,291.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.762,0.221|0.247|0.17|0.124,4,,,
292,292.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.79,0.231|0.248|0.178|0.133,4,,,
293,293.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.79,0.222|0.257|0.184|0.127,4,,,
294,294.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.825,0.257|0.272|0.16|0.136,4,,,
295,295.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.835,0.263|0.267|0.17|0.135,4,,,
296,296.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,0.838,0.268|0.27|0.171|0.129,4,,,
297,297.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.371,0.51|0.447|0.21|0.204,4,,,
298,298.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.417,0.507|0.482|0.214|0.214,4,,,
299,299.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.276,0.469|0.427|0.189|0.191,4,,,
300,300.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.333,0.481|0.47|0.189|0.193,4,,,
301,301.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.195,0.453|0.416|0.147|0.179,4,,,
302,302.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.199,0.457|0.388|0.182|0.172,4,,,
303,303.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.558,0.547|0.53|0.233|0.248,4,,,
304,304.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.513,0.514|0.519|0.234|0.246,4,,,
305,305.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.294,0.484|0.443|0.2|0.167,4,,,
306,306.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.427,0.496|0.467|0.233|0.231,4,,,
307,307.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.105,0.422|0.338|0.162|0.183,4,,,
308,308.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.205,0.414|0.425|0.179|0.187,4,,,
309,309.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.255,0.395|0.436|0.22|0.204,4,,,
310,310.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.146,0.394|0.341|0.22|0.191,4,,,
311,311.wav,20/03/2008,D,2,EC1,0,1+1+3,0,5,1.393,0.518|0.467|0.179|0.229,4,,,
312,312.wav,20/03/2008,D,2,EC1,0,4R1,0,4,0.284,0.105|0.092|0.087,3,,,
313,313.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.316,0.093|0.089|0.07|0.064,4,,,
314,314.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.309,0.088|0.089|0.071|0.061,4,,,
315,315.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.315,0.086|0.085|0.078|0.066,4,,,
316,316.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.318,0.087|0.086|0.079|0.066,4,,,
317,317.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.315,0.082|0.09|0.072|0.071,4,,,
318,318.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.319,0.089|0.087|0.074|0.069,4,,,
319,319.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.32,0.085|0.096|0.072|0.067,4,,,
320,320.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.327,0.083|0.097|0.073|0.074,4,,,
321,321.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.324,0.089|0.09|0.076|0.069,4,,,
322,322.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.311,0.092|0.088|0.064|0.067,4,,,
323,323.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.314,0.095|0.068|0.064|0.087,4,,,
324,324.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.317,0.103|0.098|0.065|0.051,4,,,
325,325.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.344,0.1|0.091|0.075|0.078,4,,,
326,326.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.351,0.1|0.097|0.07|0.084,4,,,
327,327.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.327,0.1|0.084|0.073|0.07,4,,,
328,328.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.345,0.086|0.098|0.072|0.089,4,,,
329,329.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.351,0.113|0.08|0.074|0.084,4,,,
330,330.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.344,0.102|0.097|0.068|0.077,4,,,
331,331.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.393,0.127|0.099|0.082|0.085,4,,,
332,332.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.387,0.113|0.097|0.078|0.099,4,,,
333,333.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.363,0.111|0.089|0.078|0.085,4,,,
334,334.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.359,0.116|0.097|0.073|0.073,4,,,
335,335.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.386,0.104|0.094|0.087|0.101,4,,,
336,336.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.312,0.086|0.093|0.07|0.063,4,,,
337,337.wav,20/03/2008,D,2,EC1,0,5R1,0,5,0.377,0.111|0.098|0.087|0.081,4,,,
338,338.wav,20/03/2008,D,2,EC1,0,7i,0,7,0.333,0.055|0.063|0.059|0.049|0.054|0.053,6,,,
339,339.wav,20/03/2008,D,2,EC1,0,7i,0,7,0.326,0.051|0.06|0.06|0.054|0.051|0.05,6,,,
340,340.wav,20/03/2008,D,2,EC1,0,7i,0,7,0.287,0.041|0.044|0.041|0.048|0.055|0.058,6,,,
341,341.wav,21/03/2008,D,2,EC1,0,4R1,0,4,0.228,0.114|0.047|0.067,3,,,
342,342.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.325,0.087|0.102|0.074|0.062,4,,,
343,343.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.328,0.093|0.093|0.081|0.061,4,,,
344,344.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.309,0.081|0.095|0.072|0.061,4,,,
345,345.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.328,0.093|0.093|0.072|0.07,4,,,
346,346.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.323,0.088|0.096|0.073|0.066,4,,,
347,347.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.312,0.09|0.09|0.07|0.062,4,,,
348,348.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.306,0.079|0.087|0.071|0.069,4,,,
349,349.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.328,0.096|0.087|0.068|0.077,4,,,
350,350.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.313,0.073|0.098|0.074|0.068,4,,,
351,351.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.304,0.078|0.087|0.073|0.066,4,,,
352,352.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.303,0.079|0.087|0.07|0.067,4,,,
353,353.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.29,0.073|0.088|0.065|0.064,4,,,
354,354.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.298,0.06|0.103|0.068|0.067,4,,,
355,355.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.313,0.085|0.084|0.062|0.082,4,,,
356,356.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.332,0.108|0.086|0.069|0.069,4,,,
357,357.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.296,0.073|0.085|0.067|0.071,4,,,
358,358.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.3,0.069|0.088|0.071|0.072,4,,,
359,359.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.296,0.071|0.085|0.069|0.071,4,,,
360,360.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.313,0.094|0.088|0.072|0.059,4,,,
361,361.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.342,0.105|0.089|0.07|0.078,4,,,
362,362.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.329,0.091|0.079|0.087|0.072,4,,,
363,363.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.323,0.092|0.086|0.067|0.078,4,,,
364,364.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.299,0.09|0.084|0.073|0.052,4,,,
365,365.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.315,0.097|0.069|0.083|0.066,4,,,
366,366.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.357,0.091|0.085|0.077|0.104,4,,,
367,367.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.343,0.102|0.085|0.074|0.082,4,,,
368,368.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.329,0.089|0.102|0.076|0.062,4,,,
369,369.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.357,0.104|0.074|0.085|0.094,4,,,
370,370.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.236,0.062|0.063|0.053|0.058,4,,,
371,371.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.308,0.072|0.093|0.067|0.076,4,,,
372,372.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.305,0.077|0.095|0.066|0.067,4,,,
373,373.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.333,0.095|0.081|0.074|0.083,4,,,
374,374.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.325,0.087|0.092|0.079|0.067,4,,,
375,375.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.309,0.074|0.091|0.072|0.072,4,,,
376,376.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.295,0.072|0.084|0.07|0.069,4,,,
377,377.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.308,0.084|0.084|0.075|0.065,4,,,
378,378.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.29,0.059|0.085|0.061|0.085,4,,,
379,379.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.276,0.064|0.083|0.064|0.065,4,,,
380,380.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.339,0.07|0.098|0.067|0.104,4,,,
381,381.wav,21/03/2008,D,2,EC1,0,6i,0,6,0.49,0.175|0.089|0.082|0.074|0.07,5,,,
382,382.wav,21/03/2008,D,2,EC1,0,6i,0,6,0.384,0.079|0.072|0.072|0.078|0.083,5,,,
383,383.wav,21/03/2008,D,2,EC1,0,7i,0,7,0.475,0.083|0.083|0.082|0.073|0.085|0.069,6,,,
384,384.wav,21/03/2008,D,2,EC1,0,5R1,0,5,0.292,0.075|0.088|0.058|0.071,4,,,
385,385.wav,27/03/2008,D,2,EC1,0,4-NOISE,1,4,0.678,0.332|0.192|0.154,3,,,
386,386.wav,27/03/2008,D,2,EC1,0,4D,0,4,0.511,0.222|0.162|0.127,3,,,
387,387.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,1.055,0.343|0.342|0.205|0.165,4,,,
388,388.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,1.01,0.276|0.367|0.202|0.165,4,,,
389,389.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.978,0.292|0.373|0.161|0.152,4,,,
390,390.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.826,0.209|0.266|0.196|0.155,4,,,
391,391.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.88,0.252|0.302|0.175|0.151,4,,,
392,392.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,1.005,0.344|0.303|0.205|0.153,4,,,
393,393.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.89,0.293|0.294|0.158|0.145,4,,,
394,394.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.884,0.289|0.308|0.154|0.133,4,,,
395,395.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.821,0.263|0.281|0.147|0.13,4,,,
396,396.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.928,0.291|0.304|0.174|0.159,4,,,
397,397.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.887,0.224|0.298|0.184|0.181,4,,,
398,398.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.823,0.228|0.285|0.158|0.152,4,,,
399,399.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.748,0.244|0.231|0.15|0.123,4,,,
400,400.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.884,0.278|0.311|0.163|0.132,4,,,
401,401.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.869,0.273|0.281|0.182|0.133,4,,,
402,402.wav,27/03/2008,D,2,EC1,0,5R1,0,5,0.343,0.094|0.102|0.078|0.069,4,,,
403,403.wav,27/03/2008,D,2,EC1,0,5R1,0,5,0.342,0.097|0.09|0.086|0.069,4,,,
404,404.wav,27/03/2008,D,2,EC1,0,5R1,0,5,0.343,0.086|0.099|0.087|0.071,4,,,
405,405.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.747,0.239|0.214|0.162|0.132,4,,,
406,406.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.821,0.261|0.278|0.149|0.133,4,,,
407,407.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.886,0.286|0.274|0.186|0.14,4,,,
408,408.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,1.014,0.327|0.335|0.201|0.151,4,,,
409,409.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.846,0.247|0.275|0.167|0.157,4,,,
410,410.wav,27/03/2008,D,2,EC1,0,1+1+3,0,5,0.755,0.182|0.204|0.201|0.168,4,,,
411,411.wav,27/03/2008,D,2,EC1,0,6i,0,6,0.427,0.105|0.098|0.083|0.061|0.08,5,,,
412,412.wav,27/03/2008,D,2,EC1,0,6-NOISE,1,6,1.202,0.309|0.343|0.187|0.149|0.214,5,,,
413,413.wav,27/03/2008,D,2,EC1,0,6i,0,6,0.248,0.024|0.045|0.042|0.039|0.098,5,,,
414,414.wav,27/03/2008,D,2,EC1,0,6i,0,6,0.669,0.148|0.154|0.129|0.115|0.123,5,,,
415,415.wav,27/03/2008,D,2,EC1,0,6-NOISE,1,6,0.933,0.176|0.286|0.193|0.13|0.148,5,,,
416,416.wav,27/03/2008,D,2,EC1,0,7i,0,7,0.351,0.067|0.058|0.051|0.069|0.048|0.058,6,,,
417,417.wav,27/03/2008,D,2,EC1,0,7i,0,7,0.333,0.06|0.063|0.051|0.061|0.044|0.054,6,,,
418,418.wav,27/03/2008,D,2,EC1,0,7i,0,7,0.302,0.033|0.044|0.044|0.048|0.057|0.076,6,,,
419,419.wav,27/03/2008,D,2,EC1,0,7i,0,7,0.258,0.027|0.038|0.038|0.043|0.051|0.061,6,,,
420,420.wav,27/03/2008,D,2,EC1,0,8i,0,8,0.396,0.047|0.082|0.067|0.04|0.06|0.044|0.056,7,,,
421,421.wav,27/03/2008,D,2,EC1,0,8i,0,8,0.292,0.032|0.032|0.033|0.04|0.033|0.063|0.059,7,,,
422,422.wav,27/03/2008,D,2,EC1,0,8i,0,8,0.291,0.037|0.034|0.035|0.035|0.048|0.047|0.055,7,,,
423,423.wav,27/03/2008,D,2,EC1,0,8i,0,8,0.312,0.032|0.035|0.036|0.04|0.048|0.054|0.067,7,,,
424,424.wav,27/03/2008,D,2,EC1,0,9i,0,9,0.384,0.049|0.063|0.041|0.04|0.042|0.043|0.043|0.063,8,,,
425,425.wav,27/03/2008,D,2,EC1,0,9i,0,9,0.339,0.038|0.035|0.036|0.037|0.04|0.046|0.052|0.055,8,,,
426,426.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.39,0.122|0.098|0.08|0.09,4,,,
427,427.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.335,0.103|0.087|0.072|0.073,4,,,
428,428.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.341,0.091|0.09|0.078|0.082,4,,,
429,429.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.346,0.104|0.086|0.072|0.084,4,,,
430,430.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.363,0.113|0.087|0.084|0.079,4,,,
431,431.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.368,0.093|0.094|0.078|0.103,4,,,
432,432.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.368,0.102|0.089|0.08|0.097,4,,,
433,433.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.393,0.125|0.093|0.085|0.09,4,,,
434,434.wav,04/04/2008,D,2,EC1,0,5-NOISE,1,5,0.377,0.08|0.073|0.099|0.125,4,,,
435,435.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.307,0.09|0.101|0.07|0.046,4,,,
436,436.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.316,0.087|0.099|0.069|0.061,4,,,
437,437.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.318,0.089|0.095|0.075|0.059,4,,,
438,438.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.306,0.087|0.088|0.073|0.058,4,,,
439,439.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.311,0.077|0.101|0.072|0.061,4,,,
440,440.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.322,0.088|0.077|0.087|0.07,4,,,
441,441.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.306,0.084|0.083|0.071|0.068,4,,,
442,442.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.321,0.09|0.078|0.071|0.082,4,,,
443,443.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.321,0.094|0.075|0.078|0.074,4,,,
444,444.wav,04/04/2008,D,2,EC1,0,5R1,0,5,0.327,0.091|0.087|0.073|0.076,4,,,
445,445.wav,04/04/2008,D,2,EC1,0,6i,0,6,0.53,0.11|0.092|0.069|0.097|0.162,5,,,
446,446.wav,04/04/2008,D,2,EC1,0,9i,0,9,0.307,0.03|0.037|0.034|0.031|0.033|0.039|0.037|0.066,8,,,
447,447.wav,04/04/2008,D,2,EC1,0,9i,0,9,0.325,0.033|0.036|0.033|0.034|0.037|0.043|0.047|0.062,8,,,
448,448.wav,04/04/2008,D,2,EC1,0,9i,0,9,0.335,0.032|0.036|0.026|0.04|0.039|0.044|0.036|0.082,8,,,
449,449.wav,04/04/2008,D,2,EC1,0,10i,0,10,0.365,0.029|0.037|0.032|0.021|0.042|0.042|0.04|0.05|0.072,9,,,
450,450.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.123,0.399|0.375|0.193|0.156,4,,,
451,451.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.109,0.449|0.355|0.168|0.137,4,,,
452,452.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.191,0.411|0.409|0.191|0.18,4,,,
453,453.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.117,0.401|0.358|0.207|0.151,4,,,
454,454.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.15,0.377|0.394|0.196|0.183,4,,,
455,455.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.15,0.407|0.406|0.171|0.166,4,,,
456,456.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.07,0.344|0.408|0.162|0.156,4,,,
457,457.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.077,0.396|0.326|0.201|0.154,4,,,
458,458.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,1.01,0.319|0.324|0.192|0.175,4,,,
459,459.wav,18/03/2009,D,2,EC1,0,5-NOISE,1,5,1.296,0.445|0.559|0.132|0.16,4,,,
460,460.wav,18/03/2009,D,2,EC1,0,5R1,0,5,0.316,0.086|0.092|0.074|0.064,4,,,
461,461.wav,18/03/2009,D,2,EC1,0,5R1,0,5,0.33,0.087|0.093|0.08|0.07,4,,,
462,462.wav,18/03/2009,D,2,EC1,0,5R1,0,5,0.308,0.085|0.089|0.075|0.059,4,,,
463,463.wav,18/03/2009,D,2,EC1,0,1+1+3,0,5,0.89,0.276|0.286|0.187|0.141,4,,,
464,464.wav,18/03/2009,D,2,EC1,0,5R1,0,5,0.299,0.08|0.081|0.071|0.067,4,,,
465,465.wav,18/03/2009,D,2,EC1,0,5R1,0,5,0.323,0.089|0.099|0.071|0.064,4,,,
466,466.wav,18/03/2009,D,2,EC1,0,6i,0,6,0.428,0.09|0.111|0.075|0.066|0.086,5,,,
467,467.wav,18/03/2009,D,2,EC1,0,7i,0,7,0.284,0.043|0.045|0.046|0.041|0.054|0.055,6,,,
468,468.wav,18/03/2009,D,2,EC1,0,8i,0,8,0.358,0.037|0.04|0.045|0.046|0.046|0.053|0.091,7,,,
469,469.wav,06/02/2010,D,2,EC1,0,5R1,0,5,0.33,0.078|0.094|0.066|0.092,4,,,
470,470.wav,06/02/2010,D,2,EC1,0,1+1+3,0,5,0.76,0.213|0.249|0.15|0.148,4,,,
471,471.wav,06/02/2010,D,2,EC1,0,1+1+3,0,5,0.753,0.193|0.246|0.179|0.135,4,,,
472,472.wav,06/02/2010,D,2,EC1,0,1+1+3,0,5,0.783,0.224|0.245|0.178|0.136,4,,,
473,473.wav,06/02/2010,D,2,EC1,0,1+1+3,0,5,0.801,0.215|0.251|0.18|0.155,4,,,
474,474.wav,06/02/2010,D,2,EC1,0,5R1,0,5,0.312,0.084|0.079|0.086|0.063,4,,,
475,475.wav,06/02/2010,D,2,EC1,0,5R1,0,5,0.321,0.086|0.095|0.074|0.066,4,,,
